Size = 50 
Clusters = 96 
32	22	0
83	54	46
27	19	39
4	35	28
20	36	95
33	49	82
12	86	43
71	32	22
21	91	83
63	65	47
90	32	52
1	54	33
70	92	75
84	81	57
16	87	88
71	34	72
94	62	73
59	74	27
94	70	18
21	96	67
94	17	69
26	32	27
92	62	89
67	93	36
72	13	67
41	28	58
40	17	66
7	16	49
67	0	21
15	82	48
11	72	16
55	81	55
31	13	38
63	98	19
55	7	26
78	20	34
38	79	38
78	31	1
64	50	39
2	34	91
7	79	96
95	71	47
51	9	57
97	86	54
94	81	96
51	40	36
67	83	84
99	47	51
20	53	53
10	99	87
79	11	45
14	87	0
2936	10001001001101011011101100110010101101000011101100
2208	01110010010000111110001101101100011001101000010100
56	01110110001111010010001000010001101001110001001001
3393	11001100011100010111111001101000011110100000111011
4740	11100000010010100111101000001010101001111010100101
1667	10000100101001000001011100100010101100100101000000
2850	11110111011100111110100111001110010110100001000111
3540	01000001000010000000011101110010001100001011010101
3747	11100100101010001010101000000011011101101001110010
1089	10000001001101001011000010010110010100101000011100
322	00110011001000110011011100000011010100111011010010
4351	01011110011000101001010010110101100100001010111001
2546	11110001011100110000011111111011000010001111110101
1856	00000000011101001010001101111000011111010100110011
3137	01100100011011010000001100100110110101010000011010
3146	00111111111110010100011100001110110101111010011101
1299	00110100100111100011110011100011100011010010011110
2776	00100100011110111000001100011010001001000110011001
2221	10000001111001000011100111100101111100110011001011
3622	01000100100010111100100001111110001001001111001000
3288	11111000000111101110011010100111001001110101001000
2412	11101111111111010100010000000110000010110011001111
295	00010111011000010100111010101111000101110100110101
701	10011011011110101101010110000111001111111001011110
2758	11110100111011111110100011110111100000001101110100
1345	01000101000100110011100101111000100011010101000100
2820	00010000110101110010101100101111010110001010101101
530	00100101000011110100001110111000111100111011101000
3668	00111001011001011010101101001011000001100000101100
2148	10100101001000000111101010111110111010010110000101
2726	01100011100100110110101101010010001010000100101000
1860	00011001111011011100011111011000101001011110001110
4532	10101000010101010111010000110110011001101111100100
334	00010100011001000011001001000010011101010110000101
4196	10100111011111010000100101111110001100100011111101
4646	00010000001101011111001010100110000000100000000001
4577	00100110000110101000001010110011100110000100010011
339	01100100100101110111001000110001110100111110100101
3806	00110110100011010001010010011010111111101100010100
250	00111001010110100010010111001101001000000010110011
2027	10001110010000011000100101101001110111100101100110
1467	11011010011111010011000011110111010111000110110000
1278	00011111111110111011010101111101000101011101110001
4239	00001101110000110111001001010101011110101110110010
887	01001010000101000110010011101010010100000001101011
3231	11110001001100000110010000111110001010111110111000
1237	00010000101111111010111000101001001010101011000110
8	11010000100011100111111000110111101111111010011011
3490	00111110000011011010100101010000001011111011000001
3503	11010001110100110010110011100111100010010000011101
2538	10101101011100001000000000010001111001011011111111
2446	00111100111000110000011110010000110111001001000111
4351	01011111000010110010101011100011100011110101000001
587	10101111000011000100110110111010100001110001110110
1472	10000000001011111011001010010011001101000110110101
2807	10001010001011110010101011101001111110110000100001
727	01010011010010010111000010101101001011010110010010
3088	00001011010100110101000001100101110110110010010001
2176	01100011111001101010010110100101010111110111110001
3920	00010110111111110100000111010011100010000010111001
1058	00011111000001000111100111000100010000111111111000
4316	01100011100000011101101100110100011010100000100011
2805	01001100110011000111010111110101101111100110011100
825	11100101011101110000101010001011110011110110100110
3372	00111110101100111101001100100111110101111001001010
3934	11001001010000010011010001001010000000001110111010
703	00001000010110100100011000001110001100000111101001
3656	11111011101110101011010100000011101101011011000110
3057	11010010000111000011101100100001111000101001000001
2591	00011110001100010101100100011110110011001110100100
2987	10111001100111111000010100111010111100011111100010
800	10101100011000010100111101100001100000011110111100
20	10110110111101110001000011010100100000001000011010
1484	10111000111110101101100000011110111101000000101110
769	11011010000110011111101100001011100110100110000000
2898	00001001101000100010110100101001100011101100000111
1771	00110111011110111100001100100101110110101011100111
2824	01001000101010011011110101110000111111010101000000
2197	00001000101100000010001000000111110000001001000110
1883	01001100101001011111101110110011110100000011001001
2928	01000001111000000000000100011100101000111010010101
3596	00101001010101000100011110011000110000110111011011
4947	11000100101101011010111011101011010011011101100101
2855	01110011100110001100111010111101010000110011011001
2285	01110001000110010000100001110100000000100010101101
2906	11111110001011111000000010100110101101011000111111
1629	01010111100000100001000010011001101010111001100000
2358	11011101001101101000100011001001000001101010111110
2878	10001101001101001100110110100111001100100100011000
1162	10100110010000111001001001011101110011101011101010
3599	11110101001000100101100111111001010111010011110001
1037	10011101111111001001101100100100101111010001111110
3867	10000000110000011010110001111000111101111101001000
60	01101000010000010001001111011111000110111111011000
181	00011010000100010101000101011111110110010010011011
3448	00001101101010100010111100010010101111100101110111
