Size = 50 
Clusters = 96 
15	40	0
9	81	11
27	76	86
88	6	13
71	40	81
67	37	39
89	67	45
40	34	73
84	33	24
14	89	97
66	44	32
23	50	82
14	55	86
89	30	15
62	13	11
38	26	95
49	5	18
38	82	99
95	66	96
68	55	40
65	21	71
55	57	64
77	86	65
39	28	54
6	79	12
44	75	88
52	57	88
25	29	23
27	45	18
20	82	94
41	74	8
67	50	47
4	96	80
62	98	51
1	93	10
10	55	36
52	13	52
86	15	99
15	78	88
44	26	65
51	71	4
80	24	82
61	90	81
40	71	57
13	39	38
26	14	12
42	82	42
61	20	85
92	32	80
5	67	36
45	99	99
12	68	0
4133	11010000110111000111111111110111011111011000100111
136	00011001110011000111100101001010011101001001111001
2640	11011011000101011011100000111101001100100111011010
651	11001010011101111100011110010101011000010111100000
180	11100011001110101100010001111001010000001101101101
4427	01010011110101010111100001101001011001011100110001
4091	11100010111011011101001010000001011111011010000111
3665	00110000110100110000000010110011001001110100000000
3305	11101000100111001000100101111100101110100001001110
4062	00101011011001010000100101101001010100100000110110
4899	01111001110101110110100100111101011010100010001001
1921	11111011111111110010010101101110001101110111101000
94	11101001010111110110001101111011011110011111000110
742	11110101100011000100000111011000110100111011011111
563	01000011011010111011100101110000000101100100101011
1031	01111001110101110111101110001110001010010100001101
1246	10111001110101100110011100010100010010110001001101
1819	00100011100000010111000010111100011000100101001001
188	10011011101110000110011000001110110100000011000001
2807	01011100110100101111000100010110010000110110010011
3031	10101001100000100010101111110110001110101110101111
1866	11000000011010011101111111101111111111011101100111
3449	01001010111010100011011001011000011010111101100010
218	00101100010011000011100000011000010001011010001000
4711	11001010001000011110110000111010111011000111111111
2577	10010101111010000110101010000001011101001011011100
2091	00110101001110001101100000000001100100101110000010
4230	10110001100001100000000011101001011101100001101000
4416	00100101010011111100001111101011011011011101010110
3419	00000101101011011101000100010000000100011010101110
4604	10011011100101101011110010101011011010110111001111
3966	10110100100001100011000011001011010001100100111011
3087	01011110100011101111011011000111001111100101110101
1756	01110110100100110010111000001101000000110111000011
623	10110011101101110000000011100000110010010000000110
740	01100001111101100100001011011000000100110110000101
3881	00010110101110100100001110101100100001111011011001
2015	01000111011001111110100101011000010110110110110000
1984	01101100000110100001101100010011100100001110100000
1947	10101101100001010011111001010101110011100001100011
863	00100011011111100011001101000001111110011111101000
1709	00110000011001100001110000111101101011101111100001
1008	01111100110100100101000101101101110011010100100000
3513	01001010001010111011001101010100101100001001100101
3925	10100000100001000110000011000110101100111101110011
3104	10011010110010010001100111001101111001011101100101
2157	00000111111011001101011100111110101110001100110000
252	10110101111111011000011000111010100110110010000100
4189	00110101110000100000100010001001101001011110100011
4576	10101101000000011011010111111100010011000000100100
552	11111000111110010001011110000000111000101010011110
707	00110000110111010010111100001010010010111110100010
4905	01111110101110001110000110000101100010001010010000
2684	00111000001011011010101110101010100101101110001010
4142	11001011100000101001000001101101011001000101000100
2432	01001101001010101111111011011001011011100000111010
994	10000111111101110011000010101000010100001111000101
3388	10110110101001000101010010001100010100001011000001
3371	11001110010010011101101100001101101001111011000101
2043	00000011100001100000110100010001001111000010001000
1362	10101000101100010010111001111101010000011101101010
1190	01100010011001000000010000000100001001010010100010
2436	10100110100001111000111110011000011101011000001010
2714	01101000010101101010101110000110111111010000101110
4041	01001010011101011111111110010001100110011010110110
888	01010100111100011100110100000000000101101101001011
2701	11101111011110011100001001001101001101111110011101
1728	00010010001111101011000010011100101010011001011011
199	10110100100011010001011010001000101011001110000110
4469	11101101011111100111011010101101001000110100000000
2347	01000110010100011110111000110001000100110110001110
4699	11100000111010101110110000011101001110001101111000
317	00101000110111000101011011101110011110110110010001
2210	10101101110011100010110110101100101001001100010100
506	00000111001101001101010000010001100111010011001100
2385	11111010011001000011110011100011001000001011101001
193	00110000011110001100001101110101010110111010100100
1930	11000010111110000110000100000000100001000100011100
4514	01100110001000100111101010101110011111000000001101
2228	11111010110111111001000010011111100110101100101110
4593	11101011010111001100110011100001111011111111001111
4040	10111110110101000011100111000000110111000001010010
1822	11101101100011001100011111000011101010000110000010
1173	01100011010110100000100011110111001111100001010110
2840	10110001001110110011001001111001010101110110000010
3036	11110000000101110011100101111001100101001010111110
1829	10111001011100110001000001000011111011011011000101
1279	11011100101100111100101101001110100010011011011110
3079	00001000101110111101010000110101011100101110000110
4417	00111100101111011101101000110100110000010001000110
3717	01000100011100110010001100111111111011101110000111
4141	01000000011011010111111011100111101000010110101011
3895	11110001100010000001110001001101001101000100010001
254	00110011000001110100001001010100010010100101100101
988	10010110110111110011000100000010000100010011011001
2326	11110010010110001001001100100101001101011101101000
