Size = 50 
Clusters = 74 
80	89	0
41	29	15
27	41	93
28	66	8
21	18	32
76	17	11
82	20	58
40	7	57
85	67	18
68	52	91
66	87	24
82	23	70
70	23	55
88	75	97
46	96	75
10	54	76
92	24	18
22	64	95
17	89	42
51	24	42
8	27	56
46	87	13
83	92	15
28	98	8
92	25	84
69	33	51
4	43	36
0	52	30
61	58	53
11	92	28
20	99	62
67	81	72
53	49	62
2	98	47
72	93	65
50	73	56
95	60	33
56	28	89
4	80	7
18	50	55
48	89	55
7	5	91
57	18	84
68	82	8
59	48	28
76	16	18
30	44	23
63	55	30
43	62	70
17	46	64
14	54	99
42	84	0
432	01110110011000110100111001100111111011010001100110
3043	10101100110100110011001000010111101011001111010010
1629	00100011101001101011001000110000000011000000110101
1706	11111101000001110011111110000011111011111101100100
1944	11100110000101110111101101001101101111101010101000
2996	01110111011000111111010101001111010001000101000100
189	01011101011010001100000100011000100010110100000111
4032	01000010111001000101000001011010101011000111101111
1926	01100010010101010000100100111110000110000010101001
506	00011111100011111001001010011100011100111001101010
2458	10101110100001010000010000101001011110001001110100
1925	01001010011000110000001100100010001101101000011111
2022	01101110101100011010110010101100010010100100001100
1940	00111011000001110101111101100100000011110001001010
4641	00110111110100100111010110010101110110001111000011
1192	01110101001100111101001011010100111010011001110011
3414	01010100111001000100110001000101010111010011000010
3752	10110101001001100011110110110001111010011011011111
2830	10100010110001010100000000001110110111101000001110
2337	00101110110010010010011000010010010111100010111001
135	10110110000100000101110000000111111110100000010010
748	10111110011101101011011000010000110110111010101111
2352	11011100000011100101110110111000110010001000011110
4169	01001011101111101000001110011100000001011011111111
2350	11000010010000000000011101000110001110101111011000
159	00110100000001111011000100001101101011101000110010
3343	01001010100001101100011000101100010110001001000100
310	00001001101101011010111101101001101110101111100111
3250	01000111010011101111001011001110111110001110010101
2545	11110011111010111000010001010101000001001111010110
108	10001001000000001011011001111100000001111111110011
1254	10000111101111110000010101001010111101111011011100
456	10011011110100011101101011011111010100001111111101
2704	10111100011101010110110101000010110010011100111110
2097	00001000000101110111000100011110000110111110011011
4202	10101100001100111110110100010000100011001011000111
1013	11001101110000011011000010010001110011101100110001
285	10100111010110001100000001110011000110011101000001
1282	11001101111101101100010010000000011000011001101101
2701	00101011100000111000000010010101101101101010010100
3738	01011010011101100001111110101001010111101101111110
4959	01000111001010000101100111101000111011010110111011
195	01110001010100100000110101011010011111000101110000
2405	10011000000011110010010010111110000100000110100001
1310	00010000001010110111010001110110110100111100000111
4959	00100001100100100001100100010011010111101011011110
595	10101001001010000001011111001010111111010111110011
353	00001110110100001110000110011000100101010011101111
4144	01101101011110010110111111000100001101011100000110
724	01000111000110000110101110001100111000100110101110
3265	10100000111011100001111010011101110110011100001100
4172	10010111001100010010111000100011101101100011011001
1323	01000100011000000111011001001011100101110110110110
2807	11011000010101111010100101101101001110001011010101
253	10001011000000111110001000111111010110000000001101
826	00010001000111000111100001100001001011010011110010
3302	00100000010000000010010001010111111100111111110000
3290	01010110000101010011100001011000111000000000110111
3010	01110110101011010001000110101101000011011110001011
3464	11101110010011111110001001110011001010100010000110
124	10111010110000110111110001111001110100100011110101
1637	00000001010000001101111101011110001101110111000000
41	10011011101000011000111011001100011101011100010011
17	01110111001110000100100011110101110010110000010011
4073	11011000000100010000001110011011011011100001101110
3801	11111000000111101001101100000000111110000010010100
1297	00110010011000101010001010000011010101101100100011
1358	11100111011000010010101011110100010100111100011100
3541	10100100001100000110101100101011101110000001111111
4617	10111000101000010000011001100010000000011110001010
1205	10110010000101001101000001000101100001100101000110
3950	00100011100011010010001110011111000101111110110111
1941	00100110001111001100011011010111011011101010100111
1566	01011001011011100110101011100011111101011011100111
