Size = 20 
Clusters = 28 
70	97	0
38	25	56
46	75	85
87	94	50
28	81	89
14	77	90
49	43	7
60	10	29
90	45	8
33	72	44
81	42	11
68	70	4
59	82	67
80	80	61
7	63	99
33	36	3
44	57	70
17	9	11
91	60	59
69	89	44
92	36	80
91	83	0
409	01101001101101110011
1462	10010010101011111101
1496	00100100000101010010
927	00001110111001100110
1727	00000100110010100111
1685	00101111110111011110
403	10111101101101110001
696	11011010010001011101
1826	11110001110001001001
1740	10010010000111001001
1997	00101101110111001011
311	10010011000010000000
1905	01000110011110000100
558	01101101101100100010
274	10101001111010011001
1845	11011011101001110111
1617	11011010010000011101
805	10111110110101000011
1474	00011110111001011001
112	11110110111110101010
109	10110011001001100011
729	00010001010111000001
359	11011100011000110000
1501	01000101101111101010
1898	00111011010110001010
54	11110001010010100010
426	00110001111011100001
1007	00011001010100110100
