Size = 20 
Clusters = 35 
16	21	0
14	88	46
42	63	88
51	67	11
45	20	74
79	52	73
19	17	62
59	74	89
2	28	32
26	2	16
23	71	34
43	97	44
70	17	98
85	66	77
62	1	36
63	84	14
73	66	89
21	99	12
45	79	44
5	85	36
22	18	54
90	64	0
1219	10001100100110111111
1690	11111011101110111001
1600	11001100011001111010
1210	00100011111101001001
770	00011100001110100100
1363	10001010000001100111
1845	00000011100011001011
1194	01001001001010111101
634	01010001110100000010
1035	10000101011000011000
1198	10000000101100011110
1263	11101011111101110001
431	01001001001100001101
1678	10001001110111011000
720	11100010001000101100
16	10010110001111010000
1314	11001110110011110110
1049	01111100101100110101
955	01111010000110111010
1266	01010100000010011100
626	00001001111111010111
368	11011011001000100011
915	11001010110010000010
377	11100000110101011111
66	01110010100111001001
433	00011110100111100011
31	10110001010001110111
1980	11111111111101110100
940	11000110110111000110
1287	01100000011110000111
1633	11110110000011110110
1965	01001100110000100001
1221	11011100010111001010
1616	10111110001101010000
87	11010011100000110101
