Size = 20 
Clusters = 35 
44	88	0
97	40	9
14	63	86
54	23	57
96	95	28
13	69	91
85	25	91
23	71	51
90	21	60
31	98	35
32	16	10
4	1	12
7	13	42
31	21	11
6	40	42
81	4	12
26	65	39
4	62	62
16	36	56
36	84	77
84	78	84
4	21	0
1888	11100000001010001101
614	11100000011110011110
705	10101001100101101111
177	00101111100101101000
1594	01011000110101000100
706	01001100110110110001
560	01011001111000000110
1044	01001100111100100001
595	00000101001110101001
749	01100111010110011100
967	00011110110011101101
1993	01101010001010100111
240	11111111011111011011
1959	00100010011001000100
694	11011111101101111111
1566	10011100111000011100
878	00000101000011001110
356	10100000101111100011
1983	01111101101001110101
524	10110101111110100001
1884	11100010000111010100
1181	01101011000100111010
544	01010011000001100111
1535	00010101101010000110
1129	00111001100101001101
725	11100011101010011000
977	00001111001011000011
804	10001011110000000000
126	11101001111100010111
1055	11110100101011000110
1024	10111001100010001010
1026	01111100101001100000
1871	01000101111010001101
112	00101010010001010110
1179	11011001011111110000
